-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 12/31/2021 
Location: Latitude  29.989   Longitude 31.2925 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 135.44 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
1981,11,1,19.57,10.83,15.2,20.15,10.71,25.39,14.68,8.12,59.94,0.09
1981,11,2,19.49,11.3,15.4,20.2,11.51,25.35,13.84,8.36,61.75,0.32
1981,11,3,19.23,10.75,14.99,20.02,12.45,26.33,13.89,8.24,63.56,0.64
1981,11,4,19.08,11.69,15.38,19.83,13.41,26.26,12.83,8.61,66.44,0.02
1981,11,5,17.96,7.57,12.76,18.95,11.84,24.18,12.33,6.53,53.88,0.0
1981,11,6,18.0,8.48,13.24,18.99,13.29,25.26,11.98,6.9,56.88,0.15
1981,11,7,17.64,9.21,13.43,18.52,14.21,25.37,11.15,7.26,61.69,0.0
1981,11,8,17.71,8.69,13.2,18.51,13.49,25.16,11.67,7.08,60.0,0.0
1981,11,9,19.1,5.72,12.4,18.15,12.43,25.87,13.43,5.74,44.56,0.0
1981,11,10,19.09,5.27,12.18,19.21,15.39,27.69,12.3,5.8,45.75,0.0
1981,11,11,17.58,9.57,13.58,18.24,10.57,23.93,13.36,7.69,63.75,0.16
1981,11,12,16.09,7.34,11.72,16.74,11.42,22.74,11.32,6.41,57.38,2.98
1981,11,13,14.21,5.39,9.8,15.03,12.05,20.94,8.88,5.62,59.25,0.01
1981,11,14,14.69,4.68,9.68,14.8,12.61,21.45,8.84,5.31,54.12,0.0
1981,11,15,15.14,2.18,8.66,14.24,12.18,22.01,9.83,4.46,43.06,0.0
1981,11,16,15.25,3.78,9.51,15.26,14.49,23.12,8.63,5.0,48.75,0.0
1981,11,17,15.37,4.79,10.08,15.42,12.59,21.9,9.31,5.43,51.06,0.0
1981,11,18,15.92,8.8,12.36,16.38,11.88,21.99,10.12,7.14,66.0,0.04
1981,11,19,14.44,7.49,10.97,15.08,10.27,20.0,9.73,6.53,67.25,0.12
1981,11,20,14.51,6.08,10.3,14.94,10.65,20.38,9.73,5.86,59.56,0.25
1981,11,21,13.31,3.67,8.49,13.78,12.7,20.35,7.65,4.94,55.81,0.01
1981,11,22,12.93,4.09,8.51,13.26,14.05,20.62,6.56,5.07,59.25,0.0
1981,11,23,13.62,5.48,9.55,13.95,13.7,21.03,7.33,5.62,61.94,0.0
1981,11,24,14.39,4.28,9.33,14.62,13.65,22.56,8.91,5.31,56.12,0.0
1981,11,25,14.55,5.33,9.94,14.8,15.79,23.19,7.4,5.62,59.38,0.0
1981,11,26,15.44,9.22,12.33,16.21,12.34,21.72,9.37,7.32,69.5,0.0
1981,11,27,15.0,6.65,10.83,15.48,10.2,21.2,11.0,6.29,62.19,0.06
1981,11,28,14.19,3.54,8.87,14.41,11.7,20.75,9.06,4.94,50.88,0.03
1981,11,29,13.19,6.15,9.67,13.69,8.95,18.69,9.75,5.92,63.44,0.12
1981,11,30,14.09,2.98,8.54,13.81,13.93,20.97,7.04,4.7,50.31,0.0
1981,12,1,14.64,1.96,8.3,13.89,11.83,21.48,9.65,4.39,43.81,0.0
1981,12,2,13.2,6.57,9.89,13.37,12.2,20.27,8.07,6.1,68.44,0.0
1981,12,3,13.28,7.48,10.38,13.05,11.65,19.8,8.15,6.41,71.12,1.36
1981,12,4,13.84,7.38,10.61,13.66,10.67,20.37,9.7,6.41,67.88,0.01
1981,12,5,13.44,4.95,9.19,13.16,11.8,20.35,8.55,5.49,60.5,0.0
1981,12,6,11.98,-0.1,5.94,12.03,12.8,19.69,6.9,3.78,45.31,0.0
1981,12,7,11.95,-0.3,5.83,11.75,15.1,20.65,5.55,3.72,44.5,0.0
1981,12,8,13.62,4.15,8.88,13.41,16.19,22.59,6.4,5.13,57.0,0.0
1981,12,9,13.89,-0.02,6.94,13.48,14.74,22.7,7.96,3.85,42.56,0.0
1981,12,10,13.21,3.19,8.19,12.93,14.63,21.81,7.18,5.0,52.75,0.0
1981,12,11,13.26,8.7,10.98,13.4,12.89,20.86,7.98,7.08,75.06,0.0
1981,12,12,13.06,7.65,10.35,13.18,12.91,20.73,7.82,6.59,71.62,0.0
1981,12,13,13.95,6.09,10.02,12.85,13.08,21.11,8.03,5.92,63.81,0.0
1981,12,14,13.05,1.51,7.29,11.86,13.84,21.17,7.33,4.27,48.94,0.0
1981,12,15,11.95,-3.57,4.19,11.59,15.55,20.76,5.22,2.93,37.44,0.0
1981,12,16,12.41,1.64,7.02,12.2,12.01,18.97,6.96,4.52,48.88,0.0
1981,12,17,13.27,3.78,8.53,13.13,14.8,21.4,6.61,5.0,55.81,0.0
1981,12,18,14.37,1.05,7.71,13.39,14.24,22.01,7.76,4.15,42.38,0.0
1981,12,19,15.09,5.38,10.24,14.09,12.78,22.56,9.78,5.62,55.19,0.0
1981,12,20,15.4,1.94,8.66,14.58,11.29,22.5,11.21,4.39,41.75,0.0
1981,12,21,13.86,2.48,8.17,14.01,14.85,22.05,7.2,4.88,50.94,0.0
1981,12,22,13.13,9.23,11.19,12.09,6.46,16.91,10.45,7.26,78.25,0.0
1981,12,23,15.03,2.33,8.68,13.75,15.4,23.73,8.33,4.76,50.94,0.0
1981,12,24,14.62,-0.82,6.9,14.55,10.79,20.48,9.69,3.72,36.31,0.0
1981,12,25,13.8,5.29,9.55,13.67,13.68,21.28,7.6,5.62,57.5,0.0
1981,12,26,15.03,5.62,10.33,14.01,11.95,21.19,9.23,5.68,55.75,0.0
1981,12,27,16.35,5.91,11.13,16.23,12.27,24.03,11.76,5.86,53.62,0.0
1981,12,28,12.8,5.91,9.36,13.15,11.68,19.21,7.53,5.86,67.25,0.0
1981,12,29,12.16,5.02,8.59,12.36,12.09,19.28,7.19,5.43,64.88,0.0
1981,12,30,13.03,7.57,10.3,12.87,12.42,20.17,7.75,6.47,72.56,0.0
1981,12,31,13.62,5.38,9.51,13.38,12.2,21.38,9.18,5.68,62.94,0.0
1982,1,1,13.35,4.76,9.06,13.09,14.08,21.61,7.53,5.43,57.5,0.0
1982,1,2,13.87,8.04,10.95,13.59,15.09,22.92,7.83,6.77,71.5,0.04
1982,1,3,13.62,7.72,10.66,13.81,13.66,21.83,8.18,6.59,71.31,0.07
1982,1,4,12.02,8.72,10.37,12.01,8.74,17.23,8.48,7.08,80.88,20.01
1982,1,5,12.37,8.58,10.48,12.41,9.19,17.69,8.5,6.96,79.31,8.3
1982,1,6,10.94,6.21,8.58,11.17,11.05,17.65,6.61,5.92,74.69,0.01
1982,1,7,10.29,3.65,6.97,10.32,12.91,17.61,4.69,4.94,66.38,0.0
1982,1,8,11.54,5.71,8.62,11.54,13.44,19.48,6.04,5.68,70.0,0.0
1982,1,9,10.53,7.44,8.99,10.28,9.63,15.8,6.15,6.53,81.81,4.64
1982,1,10,10.93,6.51,8.72,10.46,11.41,17.91,6.51,6.04,77.19,0.0
1982,1,11,10.9,6.44,8.68,10.94,13.18,18.37,5.19,5.98,76.75,0.0
1982,1,12,11.98,8.52,10.25,11.87,12.28,18.94,6.65,6.9,79.94,0.0
1982,1,13,13.0,8.65,10.83,12.99,14.49,21.51,7.02,6.96,76.69,0.0
1982,1,14,11.95,8.25,10.1,11.78,12.61,19.54,6.94,6.84,77.75,0.1
1982,1,15,11.37,5.82,8.59,11.41,10.83,18.09,7.26,5.86,71.25,0.34
1982,1,16,9.8,2.51,6.15,9.9,11.53,16.62,5.08,4.58,64.44,0.18
1982,1,17,9.55,3.46,6.51,9.76,14.25,17.33,3.07,4.88,70.19,0.4
1982,1,18,9.94,6.03,7.98,9.75,12.16,16.94,4.78,5.8,79.56,6.03
1982,1,19,11.25,6.05,8.65,11.26,13.18,18.98,5.8,5.86,73.06,0.57
1982,1,20,11.55,3.84,7.7,11.68,14.09,19.4,5.3,5.0,63.56,0.01
1982,1,21,12.51,7.72,10.11,12.63,9.05,17.8,8.76,6.59,73.88,1.0
1982,1,22,13.33,8.63,10.98,13.15,11.15,19.67,8.52,7.02,75.75,0.14
1982,1,23,15.22,4.1,9.66,13.75,13.5,22.87,9.37,5.25,51.5,0.04
1982,1,24,13.9,5.69,9.8,12.98,6.28,17.97,11.68,5.86,59.44,0.51
1982,1,25,14.05,6.84,10.44,14.12,10.66,20.55,9.89,6.29,65.38,0.86
1982,1,26,14.53,5.76,10.14,14.48,13.7,21.87,8.17,5.74,60.12,0.24
1982,1,27,13.08,6.93,10.0,13.12,11.29,19.08,7.79,6.29,67.0,1.16
1982,1,28,11.9,-2.3,4.8,10.42,12.56,19.72,7.15,3.23,40.5,0.0
1982,1,29,11.69,-4.61,3.54,9.12,12.76,18.71,5.95,2.69,33.31,0.0
1982,1,30,9.77,-3.39,3.19,8.96,15.63,18.05,2.42,2.99,42.0,0.0
1982,1,31,10.45,4.1,7.28,10.46,6.59,13.92,7.33,5.19,65.56,1.63
1982,2,1,11.98,4.01,7.99,12.25,13.0,19.58,6.58,5.07,61.06,0.02
1982,2,2,13.26,5.69,9.48,13.37,11.57,19.24,7.67,5.74,62.5,0.24
1982,2,3,10.51,6.63,8.57,10.86,8.12,14.67,6.54,6.1,78.25,0.28
1982,2,4,8.44,2.92,5.68,8.51,10.02,14.08,4.06,4.7,70.38,0.59
1982,2,5,8.15,1.44,4.8,8.52,9.93,13.9,3.98,4.21,66.25,0.4
1982,2,6,7.26,2.34,4.8,7.56,9.28,12.53,3.25,4.52,73.31,0.94
1982,2,7,8.32,3.07,5.69,8.58,10.04,14.06,4.02,4.76,73.12,1.13
1982,2,8,8.01,3.98,5.99,7.61,11.34,14.15,2.8,5.07,78.19,3.61
1982,2,9,9.87,3.43,6.65,9.51,13.16,16.28,3.12,4.82,67.56,0.16
1982,2,10,11.12,0.62,5.87,10.24,13.22,18.04,4.82,3.97,51.56,0.0
1982,2,11,11.15,-0.85,5.15,10.51,14.45,18.19,3.75,3.6,46.38,0.0
1982,2,12,10.37,3.37,6.87,10.65,9.97,16.15,6.19,4.88,65.0,0.13
1982,2,13,10.1,5.17,7.63,10.44,11.59,16.82,5.23,5.49,74.75,0.01
1982,2,14,11.12,4.38,7.75,11.41,10.77,17.03,6.26,5.31,67.0,0.06
1982,2,15,10.76,5.34,8.05,10.76,8.54,16.1,7.55,5.62,71.38,4.51
1982,2,16,11.38,6.12,8.75,10.83,10.38,17.57,7.19,5.86,73.44,0.27
1982,2,17,11.15,5.28,8.22,11.37,13.12,18.54,5.42,5.55,71.06,0.07
1982,2,18,10.45,3.51,6.98,11.19,13.12,18.59,5.48,4.94,67.25,0.28
1982,2,19,12.78,-0.21,6.28,12.56,18.45,22.77,4.33,3.78,45.94,0.0
1982,2,20,12.16,3.01,7.59,12.37,14.54,20.3,5.75,4.82,57.25,0.01
1982,2,21,13.88,4.83,9.36,14.52,15.59,22.3,6.71,5.43,60.62,0.04
1982,2,22,13.05,4.83,8.94,12.43,9.28,19.65,10.37,5.43,59.62,1.99
1982,2,23,13.29,6.2,9.74,13.45,10.72,19.48,8.76,5.98,64.19,0.35
1982,2,24,12.92,6.27,9.59,13.3,14.03,20.8,6.76,5.98,69.19,0.03
1982,2,25,14.73,4.52,9.62,14.69,15.92,23.0,7.08,5.37,57.44,0.0
1982,2,26,15.89,3.58,9.73,15.82,15.28,25.01,9.73,5.13,50.0,0.0
1982,2,27,13.06,6.85,9.96,13.26,12.08,19.71,7.63,6.29,69.94,0.1
1982,2,28,13.08,3.44,8.26,13.54,13.7,20.83,7.13,5.07,58.81,0.0
1982,3,1,12.65,0.12,6.38,12.67,14.28,20.69,6.41,3.91,47.06,0.0
1982,3,2,11.83,4.44,8.14,12.49,13.5,19.15,5.65,5.31,65.31,0.17
1982,3,3,12.63,2.34,7.49,12.71,14.38,19.8,5.43,4.52,53.62,0.01
1982,3,4,14.2,0.31,7.26,13.97,16.14,22.58,6.45,3.91,42.44,0.0
1982,3,5,14.3,3.64,8.98,14.26,13.71,21.86,8.15,5.07,52.94,0.2
1982,3,6,13.97,6.04,10.01,14.51,13.55,21.65,8.11,5.86,63.12,0.0
1982,3,7,14.33,4.45,9.39,15.12,16.25,23.04,6.79,5.37,58.56,0.01
1982,3,8,15.3,2.74,9.02,15.6,16.35,24.37,8.01,4.76,49.94,0.0
1982,3,9,12.91,6.69,9.8,13.58,12.89,19.76,6.88,6.1,69.75,0.71
1982,3,10,12.65,6.04,9.34,13.26,11.88,19.43,7.55,5.86,68.75,0.13
1982,3,11,12.11,3.46,7.78,13.39,12.24,18.55,6.3,4.94,61.38,0.01
1982,3,12,13.86,2.34,8.1,14.96,15.11,21.52,6.41,4.58,50.31,0.05
1982,3,13,13.02,3.48,8.26,13.51,11.01,18.76,7.75,5.07,54.69,1.89
1982,3,14,13.33,6.07,9.69,14.26,12.52,19.83,7.3,5.92,65.69,0.04
1982,3,15,14.15,4.55,9.35,13.73,10.26,20.04,9.78,5.31,54.25,0.0
1982,3,16,16.04,5.55,10.8,16.82,15.85,24.76,8.91,5.68,56.44,0.0
1982,3,17,13.83,4.39,9.11,14.72,12.41,20.34,7.93,5.31,58.44,0.0
1982,3,18,12.74,3.73,8.23,13.93,14.51,20.83,6.32,5.07,60.75,0.0
1982,3,19,13.62,1.18,7.4,14.78,17.35,23.02,5.67,4.27,51.38,0.0
1982,3,20,14.23,2.68,8.46,14.58,12.12,20.54,8.42,4.7,50.25,0.0
1982,3,21,17.6,2.8,10.2,18.19,15.53,26.19,10.65,4.76,42.38,0.0
1982,3,22,18.43,4.67,11.55,18.24,14.98,25.65,10.67,5.49,43.38,0.0
1982,3,23,20.74,8.76,14.75,21.37,16.33,29.15,12.83,7.26,50.69,0.05
1982,3,24,15.97,1.96,8.97,16.55,14.59,23.26,8.68,4.58,42.88,0.0
1982,3,25,15.08,6.4,10.74,16.36,12.72,21.84,9.12,6.04,61.19,0.04
1982,3,26,13.16,3.03,8.1,14.43,14.31,21.01,6.69,4.76,56.38,0.01
1982,3,27,12.9,2.08,7.49,14.01,11.71,19.56,7.84,4.46,52.19,2.12
1982,3,28,12.63,1.29,6.96,14.23,15.66,20.86,5.19,4.21,52.69,0.2
1982,3,29,12.91,-0.81,6.05,14.15,16.33,21.45,5.12,3.6,43.5,0.0
1982,3,30,14.93,1.69,8.31,16.36,20.45,25.44,4.99,4.33,49.38,0.0
1982,3,31,20.12,-1.27,9.43,19.63,18.71,28.88,10.17,3.54,29.12,0.0
1982,4,1,19.77,-2.21,8.78,17.8,14.59,27.06,12.47,3.3,24.44,0.0
1982,4,2,23.26,-1.6,10.83,22.37,19.66,33.35,13.69,3.48,21.44,0.0
1982,4,3,24.89,1.63,13.26,25.08,18.63,35.44,16.81,4.52,26.62,0.0
1982,4,4,19.2,7.92,13.56,20.56,12.98,26.62,13.64,6.9,55.0,0.0
1982,4,5,17.38,7.63,12.51,19.19,15.52,25.66,10.15,6.65,58.62,0.0
1982,4,6,17.3,5.94,11.62,18.67,16.28,26.04,9.76,5.98,55.62,0.0
1982,4,7,16.35,4.46,10.4,17.89,16.84,25.26,8.42,5.43,53.25,0.0
1982,4,8,17.44,1.39,9.42,18.73,17.46,26.72,9.26,4.27,40.31,0.0
1982,4,9,22.33,1.98,12.16,22.79,18.59,32.9,14.32,4.58,31.19,0.0
1982,4,10,22.19,6.08,14.13,23.06,16.86,31.26,14.4,6.04,40.31,0.0
1982,4,11,20.58,7.57,14.08,22.23,17.87,30.31,12.44,6.9,53.38,0.0
1982,4,12,20.07,6.52,13.3,22.1,17.85,29.33,11.48,6.23,49.25,0.0
1982,4,13,20.19,7.75,13.97,22.12,18.05,29.52,11.48,6.77,53.12,0.0
1982,4,14,19.9,4.76,12.33,21.49,18.86,29.68,10.81,5.68,47.38,0.0
1982,4,15,22.21,9.08,15.65,24.01,19.64,31.83,12.19,7.32,48.06,0.0
